	celltype	cell
ola_mES_a2i_3_42.counts	1.07200027503164	ola_mES_a2i_3_42.counts
ola_mES_a2i_3_44.counts	1.10910939365397	ola_mES_a2i_3_44.counts
ola_mES_a2i_3_45.counts	1.03590636041016	ola_mES_a2i_3_45.counts
ola_mES_a2i_3_47.counts	1.12018927203985	ola_mES_a2i_3_47.counts
ola_mES_a2i_3_49.counts	1.04347281840199	ola_mES_a2i_3_49.counts
ola_mES_a2i_3_50.counts	1.02575464539936	ola_mES_a2i_3_50.counts
ola_mES_a2i_3_52.counts	1.03086765036412	ola_mES_a2i_3_52.counts
ola_mES_a2i_3_54.counts	1.66671021851789	ola_mES_a2i_3_54.counts
ola_mES_a2i_3_56.counts	1.01135474957464	ola_mES_a2i_3_56.counts
ola_mES_a2i_3_58.counts	1.00335359819805	ola_mES_a2i_3_58.counts
ola_mES_a2i_3_59.counts	1.08189609730941	ola_mES_a2i_3_59.counts
ola_mES_a2i_3_6.counts	1.1165847141496	ola_mES_a2i_3_6.counts
ola_mES_a2i_3_62.counts	1.01046089394026	ola_mES_a2i_3_62.counts
ola_mES_a2i_3_64.counts	1.01628161778571	ola_mES_a2i_3_64.counts
ola_mES_a2i_3_65.counts	1.09642699663929	ola_mES_a2i_3_65.counts
ola_mES_a2i_3_66.counts	1.00351496618702	ola_mES_a2i_3_66.counts
ola_mES_a2i_3_67.counts	1.01909941042923	ola_mES_a2i_3_67.counts
ola_mES_a2i_3_68.counts	1.00718014272398	ola_mES_a2i_3_68.counts
ola_mES_a2i_3_69.counts	1.15687145945276	ola_mES_a2i_3_69.counts
ola_mES_a2i_3_7.counts	1.04526136615491	ola_mES_a2i_3_7.counts
ola_mES_a2i_3_71.counts	1.13049704871823	ola_mES_a2i_3_71.counts
ola_mES_a2i_3_73.counts	1.00341651745457	ola_mES_a2i_3_73.counts
ola_mES_a2i_3_75.counts	1.02331259372052	ola_mES_a2i_3_75.counts
ola_mES_a2i_3_76.counts	1.00197976954747	ola_mES_a2i_3_76.counts
ola_mES_a2i_3_77.counts	1.00568513607396	ola_mES_a2i_3_77.counts
ola_mES_a2i_3_8.counts	1.67098009361684	ola_mES_a2i_3_8.counts
ola_mES_a2i_3_80.counts	1.005922337671	ola_mES_a2i_3_80.counts
ola_mES_a2i_3_81.counts	1.01270489808294	ola_mES_a2i_3_81.counts
ola_mES_a2i_3_82.counts	1.16041469595563	ola_mES_a2i_3_82.counts
ola_mES_a2i_3_83.counts	1.02125254565902	ola_mES_a2i_3_83.counts
ola_mES_a2i_3_84.counts	1.010835194823	ola_mES_a2i_3_84.counts
ola_mES_a2i_3_85.counts	1.05879568140733	ola_mES_a2i_3_85.counts
ola_mES_a2i_3_86.counts	1.01730938137316	ola_mES_a2i_3_86.counts
ola_mES_a2i_3_89.counts	1.06446473682901	ola_mES_a2i_3_89.counts
ola_mES_a2i_3_9.counts	1.04688091478254	ola_mES_a2i_3_9.counts
ola_mES_a2i_3_90.counts	1.67902482562032	ola_mES_a2i_3_90.counts
ola_mES_a2i_3_91.counts	1.01830324519992	ola_mES_a2i_3_91.counts
ola_mES_a2i_3_92.counts	1.02276674393136	ola_mES_a2i_3_92.counts
ola_mES_a2i_3_94.counts	1.01944671893712	ola_mES_a2i_3_94.counts
ola_mES_a2i_3_96.counts	1.0103374038057	ola_mES_a2i_3_96.counts
ola_mES_lif_2_1.counts	1.0000001192093	ola_mES_lif_2_1.counts
ola_mES_lif_2_10.counts	1.00072339654124	ola_mES_lif_2_10.counts
ola_mES_lif_2_11.counts	1.00009048598873	ola_mES_lif_2_11.counts
ola_mES_lif_2_12.counts	1.00256380424077	ola_mES_lif_2_12.counts
