cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_a2i_2_19.counts,-48.748898,-19.027208,-50.67823,23.626966,-23.958899,17.211185,28.9649,-17.768118,24.484276,-25.37098,batch2,a2i
ola_mES_a2i_2_2.counts,-41.626404,-29.298578,-59.78397,42.9309,21.24083,-15.19409,17.128592,-18.264965,-16.0174,-25.01682,batch2,a2i
ola_mES_a2i_2_20.counts,-38.553757,-32.059654,-23.169205,2.0942135,-25.115154,24.054539,11.7736635,-8.310572,2.5471907,-16.49501,batch2,a2i
ola_mES_a2i_2_21.counts,-45.500214,-14.491051,5.9407105,30.450819,-30.863918,18.006794,22.69148,-14.156777,20.148605,48.558136,batch2,a2i
ola_mES_a2i_2_22.counts,-39.740227,-39.924316,-14.241774,20.11944,-31.217482,-4.4972043,3.1910002,19.636744,-39.97942,10.532522,batch2,a2i
ola_mES_a2i_2_23.counts,-30.812567,-49.6003,26.661518,3.2755222,-55.736576,15.475651,-0.2950788,15.003219,-2.27106,23.6647,batch2,a2i
ola_mES_a2i_2_24.counts,-30.442066,-43.073788,3.8876848,2.0986207,-46.430443,37.83789,11.075054,5.56967,34.465878,3.608754,batch2,a2i
ola_mES_a2i_2_25.counts,-54.157787,-15.003731,-30.982677,23.49437,-10.681019,18.134472,46.087814,-10.084839,57.8995,11.207437,batch2,a2i
ola_mES_a2i_2_26.counts,-30.848627,-41.504654,24.072365,-2.1745715,-48.133392,21.390854,0.66528714,-8.35808,-11.626077,-13.52027,batch2,a2i
ola_mES_a2i_2_27.counts,-31.842165,-33.077934,32.433453,3.4282925,-46.413128,38.898624,7.408198,-7.4314885,4.4713254,13.475825,batch2,a2i
ola_mES_a2i_2_28.counts,-27.857964,-54.432175,9.522676,2.2787557,-40.61965,9.92895,-6.8650236,23.937645,-27.63416,15.322518,batch2,a2i
ola_mES_a2i_2_29.counts,-58.402805,-40.83381,-7.45196,1.9638269,-43.20504,14.582182,0.01761434,-0.28627077,-5.31656,-12.421985,batch2,a2i
ola_mES_a2i_2_3.counts,-34.061623,-27.853376,-6.2753725,21.367283,-35.02864,39.30706,18.283216,7.1804376,28.35335,14.195261,batch2,a2i
ola_mES_a2i_2_30.counts,-43.81834,-47.73475,26.927374,10.335307,-53.431328,7.7802973,-29.328062,0.1244995,-33.8078,2.6150863,batch2,a2i
ola_mES_a2i_2_31.counts,-56.950035,-24.305109,-34.88536,38.179718,-33.932117,-0.28959033,15.179893,-4.501144,9.725096,7.266124,batch2,a2i
ola_mES_a2i_2_32.counts,-35.860416,-46.67542,19.644875,-11.454523,-54.013508,29.534838,0.8588747,8.708588,2.1257207,-2.7803638,batch2,a2i
ola_mES_a2i_2_33.counts,-33.12388,-44.413784,-3.5119684,14.915759,-37.181423,17.753103,-0.4555032,17.52907,-13.311011,11.013552,batch2,a2i
ola_mES_a2i_2_34.counts,-23.882133,-47.595882,4.187807,-4.8740993,-50.443592,34.858536,-12.144081,1.5647544,1.0452319,-8.313978,batch2,a2i
ola_mES_a2i_2_35.counts,-23.19253,-44.908264,41.96804,4.190853,-51.50175,29.877905,-33.563255,-3.3349996,-36.930473,21.067032,batch2,a2i
ola_mES_a2i_2_36.counts,-39.626057,-58.784992,8.264204,13.149558,-45.69204,-5.0129848,-44.157578,17.03561,-33.879,-1.2695282,batch2,a2i
ola_mES_a2i_2_37.counts,-28.862982,-44.204357,30.151253,-6.6271844,-61.51086,34.44589,-2.6287313,-4.527617,-4.967589,2.5059175,batch2,a2i
